UUID,Display Name,Match Result Key,disp,targetMainNaics,Categories,Al Lna Ics,Industries,Ma Inna Ics,Naic Sse Ctor,Main City,Pi I,Displayname2,Pi I2,Display Nam E3,Pi I3,Main Address,It Spend Industry I Dc,Emails
022e52d9-8588-496c-9840-a547d0e8a18a,Perryton Equity Exchange,;PERRYTON EQUITY EXCHANGE;;;BOOKER;TX;;;,,42,2,42451;11511,2,11511,Agriculture,Booker,FALSE,,,,,,Professional Services,
023bef54-f3fb-4155-be5e-da0aa75d0ef8,"Nalder Farms, L.L.C.",";Nalder Farms, L.L.C.;;;Lewiston;UT;;;",precedence,11,2,112120;111999,2,111999,Agriculture,Lewiston,FALSE,,,,,,Process: Consumer products,
024041e2-492e-4660-abc7-2109030c00d8,Centre DE Vente D'Embryon Hols,";CENTRE DE VENTE D'EMBRYON HOLS,CENTRE DE VENTE D'EMBRYON HOLS;;;SAINTE CHRISTINE;QC;;;",,42,4,111998;424910,2,111998,Agriculture,St Christine,FALSE,Centre DE Vente D'Embryon Holstein DU Quebec,FALSE,,,,Process: Consumer products,
0246db0a-8a4f-4988-9f15-181956610e2f,Woycheshyn Farms LTD.,";WOYCHESHYN, GERALD FARMS,WOYCHESHYN;;;VEGREVILLE;AB;;;",,11,4,111999;111998;423820,2,111999,Agriculture,Vegreville,FALSE,Woycheshyn Farms,FALSE,Toma Farm Equip,FALSE,,Process: Consumer products,
0250f61f-c646-4a65-9d9b-a95056b1afa8,Mitchell Livestock INC.,;MITCHELL LIVESTOCK;;;WINNSBORO;TX;;;,,11,2,424520;112111,2,112111,Agriculture,Winnsboro,FALSE,"Mitchell Livestock, INC.",FALSE,Mitchell Livestock Inc,FALSE,,Resource Industries,
79c9b7e1-19bc-4963-b595-0df97e593230,United States Forest Service - White Mountain Ranger Station,;UNITED STATES FOREST SERVICE - WHITE MOUNTAIN RANGER STATION;;;BISHOP;CA;;;,tofix,62,2,115310;621910,2,115310,Agriculture,Bishop,FALSE,,,,,,Professional Services,
7a1dfc43-07e0-4d72-98fe-fcffdbf7b166,Jose David Rodriguez,;JOSE DAVID RODRIGUEZ;;;ROSWELL;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Roswell,TRUE,JD Farms LLC,FALSE,,,,Process: Consumer products,
7b7fd9c5-0a91-448b-a151-6bb344016aae,Hay Bros Sheep CO,;HAY BROS SHEEP CO;;;Bakersfield;CA;;;,precedence,11,2,11241;11112,2,11112,Agriculture,Bakersfield,FALSE,,,,,,Resource Industries,
7bb6b938-fc3f-497b-aa80-1d13abaff939,Bureau OF Land Management - Hollister Field Office,;BUREAU OF LAND MANAGEMENT - HOLLISTER FIELD OFFICE;;;HOLLISTER;CA;;;,precedence,62,2,115310;621910,2,115310,Agriculture,Hollister,FALSE,,,,,,Professional Services,
7c7388b6-0925-4f51-8587-80c0c3af01f8,Frank Barcellos,;TOM BARCELLOS;;;TIPTON;CA;;;,,11,3,11112;11115;11212,2,11112,Agriculture,Tipton,TRUE,Tom Barcellos,TRUE,Jerry Barcellos,TRUE,,Resource Industries,
7c81afc6-4cdc-4c4f-bd16-cc14df83ad18,Clt Transport,;KEN BRAUNSCHMIDT;;;DURHAM;CA;;;,precedence,484,2,11112;48412,2,11112,Agriculture,Durham,FALSE,Ken Braunschmidt,FALSE,,,,Resource Industries,
7cd2a925-acd8-47d7-8d4a-8d6d54e9c1bc,Tjaarda Dairy,;PERRY TJAARDA;;;SHAFTER;CA;;;,precedence,11,2,11112;112120,2,112120,Agriculture,Shafter,FALSE,Perry Tjaarda,FALSE,,,,Resource Industries,
7cf4de78-d89d-49cc-9268-b494917aaef0,Brown's Dairy,;BROWN'S DAIRY;;;Hanford;CA;;;,precedence,11,2,48412;11112,2,11112,Agriculture,Hanford,FALSE,,,,,,Resource Industries,
7d821bfc-436c-45ed-a774-92921a72df0d,Bejo Seeds INC,;JOSE LUIS BAUTISTA;;;OCEANO;CA;;;,,42,4,111999;424910;111998,2,111998,Agriculture,Oceano,FALSE,Bejo Seeds Inc,FALSE,Jose Luis Bautista,TRUE,,Process: Consumer products,
7db9f8e7-b4e6-45a4-b925-7061686903d2,Brian K. Hurt,;BRIAN K. HURT;;;COVELO;CA;;;,,11,2,238910;11331,2,11331,Agriculture,Covelo,TRUE,Brian Hurt,TRUE,Wylatti Resources Management INC,FALSE,,Resource Industries,
7ddac3c8-2472-45b6-aa76-d9afd953e33f,Frank Gwerder Dairy INC,;FRANK GWERDER DAIRY;;;MODESTO;CA;;;,precedence,11,2,11112;112120,2,112120,Agriculture,Modesto,FALSE,"Frank Gwerder Dairy, INC.",FALSE,,,,Resource Industries,
7ed1422f-7ca7-426e-8978-70d401b7f80c,R Wayne Hardin,;R WAYNE HARDIN;;;PORTALES;NM;;;,precedence,11,3,11112;111999;48412,2,11112,Agriculture,Portales,TRUE,Hardin & Hardin,FALSE,R Wayne Hardin ET AL,partial,,Resource Industries,
81621caf-0dd0-46d4-8adc-ed2380bd4248,J & R Dairy,";J & R DAIRY,J&R DAIRY;;;BAKERSFIELD;CA;;;",precedence,11,2,11112;112120,2,112120,Agriculture,Bakersfield,FALSE,,,,,,Resource Industries,
81b96e65-2a96-4d49-8926-16f402701719,C E Alexander And Sons,";C E ALEXANDER & SONS,CE ALEXANDER & SONS;;;LOVINGTON;NM;;;",precedence,11,3,11112;48412;111999,2,111999,Agriculture,Lovington,FALSE,C E Alexander & Sons INC,FALSE,Alexander Farms,FALSE,,Process: Consumer products,
82384db3-d9e7-4d06-8ccc-5e041cb2a0a1,LJ Pacheco Trucking,";PACHECO, LOUIS J,PACHECO;;;MORA;NM;;;",precedence,484,3,115310;48412;484220,2,115310,Agriculture,Mora,partial,L J Pacheco Trucking,FALSE,"Pacheco, Louis J",TRUE,,Professional Services,
8504356b-1b53-4397-82fd-abbdecd11daf,Alves Farms,;ALVES FARMS;;;Glenn;CA;;;,precedence,11,3,11112;112120;111999,2,111999,Agriculture,Glenn,FALSE,,,,,,Process: Consumer products,
8602cf83-14a3-4a86-ae66-d2c023b5e839,John Robert Schouten,;JOHN SCHOUTEN;;;BUTTE CITY;CA;;;,,11,2,11112;112519,2,112519,Agriculture,Butte City,TRUE,John Schouten,TRUE,,,,Resource Industries,
86df9ca3-37af-4e8c-9461-4571cecb8692,Renaud Ranch,;RENAUD RANCH;;;WILLOWS;CA;;;,,11,2,115113;11112,2,115113,Agriculture,Willows,TRUE,,,,,,Professional Services,
882fae2d-b05f-42a0-8ca4-08219272116c,Perdue Farms INC,;PERDUE FARMS INC;;;PETALUMA;CA;;;,precedence,11,2,3116;111999,2,111999,Agriculture,Petaluma,FALSE,,,,,,Process: Consumer products,
88d32d19-bc90-4f52-8d86-1726695120bb,A C Farms,";A C FARMS,AC FARMS;;;PORTALES;NM;;;",precedence,11,3,111999;11112;48412,2,111999,Agriculture,Portales,FALSE,AC Farms,FALSE,,,,Process: Consumer products,
39719be8-61f4-419c-9643-628eb58bb72e,Lujardo Transport INC,;LUJARDO TRANSPORT;;;HOMESTEAD;FL;;;,keyword,33,2,339990;111999,2,111999,Agriculture,Homestead,FALSE,"E-Blooms Farm Direct, INC",FALSE,Zwinger Vom Bestinhaus LLC,FALSE,,Process: Consumer products,
7e73d7de-ca04-4b6c-96a0-75c68acfe570,"Centura Farms, INC.",;CENTURA EQUINE CENTER;;8127 MARTINS CREEK;ROANOKE;VA;ROANOKE;VA;;;,precedence,71,2,711219;111999,2,111999,Agriculture,Roanoke,FALSE,"Centura Farms, LLC",FALSE,Centura Farms LLC,FALSE,,Process: Consumer products,
027140d1-1d5b-4fec-8af6-3439f4eec12d,Ferme Halifax Enr.,;FERME HALIFAX ENR.;;681 RTE 165;SAINT-FERDINAND;QC;G0N 1N0;CA;;,precedence,11,4,112120;111211,2,112120,Agriculture,Saint-ferdinand,FALSE,Ferme Halifax Enr,FALSE,,,,Resource Industries,
02749530-35f3-4bbf-94f5-8994671df07e,Lot 1 - Great Marathon Real Estate Company,;BENITEZ CLEMENTE;;;MARATHON;FL;;;,precedence,51,2,114112;515112,2,114112,Agriculture,Marathon,FALSE,Great Marathon Radio Company,FALSE,Clemente Benitez,TRUE,,Resource Industries,
02760b5f-04c2-4e02-b2c0-c96f3bd8dbac,Ferme Argil INC.,;FERME ARGIL INC.;;180 1ER RANG O;SAINT-GERVAIS;QC;G0R 3C0;CA;;,alwayssecondary,11,5,551113;111998,2,111998,Agriculture,Saint-Gervais,FALSE,Ferme Argil S.N.C.,FALSE,,,,Process: Consumer products,
027811ab-01b3-4a94-8e23-7dc1e6b0124f,Stoney Ridge Farm Mkt.,;STONEY RIDGE FARM;;;PORTUGAL COVE ST PHILIPS;NL;;;,precedence,21,3,111998;212398,2,111998,Agriculture,Portugal Cove-St Philips,partial,Stoney Ridge Farm,partial,,,,Process: Consumer products,
02910d9d-765a-457d-a673-db2b5b0fa861,R & C Seguin Distribution LTD.,;R. & C. SEGUIN DISTRIBUTION LTD.;;39 SOUTHFIELD CRES;LONDON;ON;N6K 2B9;CA;;,precedence,44,4,445299;112120,2,112120,Agriculture,London,FALSE,R. & C. Seguin Distribution LTD.,FALSE,R.Seguin Distribution LTD,FALSE,,Resource Industries,
02a7978b-eff2-4ef6-b228-0690eaa2546b,Dairy Farmers OF America INC,;ROBERT GEHLKE DIV MGR;;;GOSHEN;IN;;;,precedence,11,3,311514;111999;31151,2,111999,Agriculture,Goshen,FALSE,Dairy Farmers OF America Wwtp,FALSE,Dairy Farmers OF America,FALSE,,Process: Consumer products,
8917aa34-924b-4520-8073-5d344f575204,Coelho Farms INC,;COELHO FARMS INC;;;Riverdale;CA;;;,precedence,11,3,111999;11212;11112,2,111999,Agriculture,Riverdale,FALSE,,,,,,Process: Consumer products,
8b0bacf2-67a4-46bd-8587-acb0e3988248,D & J Farms,;CRAIG DOWNEY;;;MC ALISTER;NM;;;,precedence,11,3,48412;11112;111999,2,111999,Agriculture,Mcalister,FALSE,Craig Downey,TRUE,,,,Process: Consumer products,
8b1610ea-092c-4056-b2b8-ae234e130a68,Simoes Farms,;SIMOES FARMS;;;TULARE;CA;;;,precedence,11,2,561730;111999,2,111999,Agriculture,Tulare,FALSE,,,,,,Process: Consumer products,
8b3aaeb7-757a-4a0f-b0c8-ea16d1734eb7,Jacob Cordova,;JACOB CORDOVA;;;LAS VEGAS;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Las Vegas,TRUE,Cordova Farms,FALSE,,,,Process: Consumer products,
8bf90665-4f79-4ac8-b099-d29a9f41ef1a,Manuel Silva,;MANUEL SILVA;;;Stevinson;CA;;;,precedence,11,2,112120;56299,2,112120,Agriculture,Stevinson,TRUE,,,,,,Resource Industries,
8c1ff076-c008-4461-8ead-c7f6b6597b0c,Michael P Glide,;MICHAEL P GLIDE;;;DIXON;CA;;;,precedence,11,2,56299;11112,2,11112,Agriculture,Dixon,FALSE,Michael Brett Glide,partial,,,,Resource Industries,
8ce47aba-021c-43c1-b59d-bbd06331990f,Wee Folk Farm,;WEE FOLK FARM;;;CORONA;CA;;;,precedence,11,2,111999;624410,2,111999,Agriculture,Corona,FALSE,,,,,,Process: Consumer products,
8d1d4810-6adf-448b-a244-963415aee9aa,Farm Fresh Rhode Island,;FARM FRESH RHODE ISLAND;;;PROVIDENCE;RI;;;,brand,11,2,111999;424480,2,111999,Agriculture,Providence,partial,,,,,,Process: Consumer products,
8d2fa0b6-7e1e-4f8a-a9f4-85755a2e9d4e,Mesa Farmers Cooperative INC,;MESA FARMERS COOPERATIVE;;;FAIRACRES;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Fairacres,FALSE,,,,,,Process: Consumer products,
8d420eff-68a5-47c2-8e2e-323324c4dc91,Affentranger &Amp; Sons Dairy Farms I,;AFFENTRANGER &AMP; SONS DAIRY FARMS I;;;BAKERSFIELD;CA;;;,keyword,11,2,111999;112120,2,111999,Agriculture,Bakersfield,FALSE,,,,,,Process: Consumer products,
8d678b7c-0fc1-4b60-9f59-b4eda53aeb75,Linda Jongsma,;WILLIAM & JOHN JONGSMA DAIRY;;;PIXLEY;CA;;;,,11,3,112120;11212;11112,2,112120,Agriculture,Pixley,TRUE,James Jongsma,TRUE,William & John Jongsma Dairy,partial,,Resource Industries,
8e407eef-16e5-423f-9bd5-579f144a6c2a,Van Exel Dairy,;VAN EXEL DAIRY;;;Lodi;CA;;;,precedence,11,2,11112;112120,2,112120,Agriculture,Lodi,partial,,,,,,Resource Industries,
8e95c84f-9001-4978-9a0b-3b964af42366,Gary Jackson,;GARY JACKSON;;;HOBBS;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Hobbs,TRUE,Jackson Seminole Farms,partial,,,,Process: Consumer products,
8eab26da-b3ec-4789-a9c1-685b3d1d7ba1,Moon Mountain Farms LLC,;MOON MOUNTAIN FARMS;;;PHOENIX;AZ;;;,precedence,61,2,611110;111999,2,111999,Agriculture,Phoenix,FALSE,"Moon Mountain Farms, INC.",FALSE,Moon Mountain School,partial,,Process: Consumer products,
8eb8c099-210f-4f18-9bf4-49f5748f59ba,Henry Mcdonald Farms,;HENRY MCDONALD FARMS;;;LOVING;NM;;;,precedence,11,2,111999;484110,2,111999,Agriculture,Loving,partial,,,,,,Process: Consumer products,
8fa788ea-77ac-430f-9500-cd4b9a99a90c,Van Vliet Bros INC,;VAN VLIET BROS;;;ESCALON;CA;;;,precedence,11,3,11112;11115;112120,2,11115,Agriculture,Escalon,FALSE,Vanvliet Brothers,FALSE,Creekside Dairy,FALSE,,Resource Industries,
900d876e-6da7-4468-a25f-9b4eb8755244,Wild Harmony Farm LLC,;WILD HARMONY FARM;;;EXETER;RI;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Exeter,FALSE,,,,,,Process: Consumer products,
905f5c2d-8bcf-499e-ba09-3e753c3a1e4b,Marty Franzoy Farms,;DAVID B FRANZOY;;;HATCH;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Hatch,partial,David B Franzoy,TRUE,,,,Process: Consumer products,
91431e00-596a-43aa-b3c0-d1cc390b990c,Barcellos Farms,;BARCELLOS FARMS;;;PORTERVILLE;CA;;;,precedence,11,3,48412;11112;111999,2,111999,Agriculture,Porterville,FALSE,Barcellos Farms Transport INC,FALSE,,,,Process: Consumer products,
91a49b12-88e7-4138-86a5-12d4dd61bbe9,Lumar Dairy Farms,;LUMAR DAIRY FARMS;;;Turlock;CA;;;,precedence,11,3,11112;111999;112120,2,111999,Agriculture,Turlock,FALSE,,,,,,Process: Consumer products,
92482510-6da9-4180-b544-025ca6301c77,Terra Linda Farms,;TERRA LINDA FARMS;;;Riverdale;CA;;;,precedence,11,3,11112;112111;111999,2,111999,Agriculture,Riverdale,partial,,,,,,Process: Consumer products,
92bebeb9-7975-4e51-9a69-7f402e6ca49f,Morrow Farms,;MORROW FARMS;;;DEMING;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Hatch,FALSE,,,,,,Process: Consumer products,
937add8d-6c8f-4287-a086-9ad2888830cd,Schreiner Brothers,;SCHREINER BROTHERS;;;KNIGHTS LANDING;CA;;;,precedence,11,2,56299;111998,2,111998,Agriculture,Knights Landing,FALSE,,,,,,Process: Consumer products,
93964749-2905-456c-99d7-a8dddf8cb8fb,"Leroy Del Don Iii, Trustee Of The V Farming Tr Dated 4-11-13",";LEROY DEL DON III, TRUSTEE OF THE V FARMING TR DATED 4-11-13;;;PATTERSON;CA;;;",precedence,11,2,111999;115116,2,111999,Agriculture,Patterson,FALSE,,,,,,Process: Consumer products,
93d50c92-6ae6-4eea-bbf4-3faab87e6911,Gunnels Firestone INC,;GUNNELS FIRESTONE;;;MELROSE;NM;;;,precedence,7,3,11112;11199;722511,2,11112,Agriculture,Melrose,FALSE,,,,,,Resource Industries,
95137183-625f-49a7-b3cf-10804d48805d,Den K Holsteins INC,;DEN K HOLSTEINS INC;;;Los Banos;CA;;;,precedence,11,2,112120;11112,2,112120,Agriculture,Los Banos,FALSE,,,,,,Resource Industries,
95a51b04-8926-4b32-b408-ef4aa8032b6b,C David Vander Eyk,;LISA VANDER EYK;;;TIPTON;CA;;;,precedence,11,2,11112;112120,2,11112,Agriculture,Tipton,partial,Lisa Vander Eyk,partial,David Vander Eyk Dairy,partial,,Resource Industries,
9646154e-6e70-4d45-9eb8-5dcd0aae1083,Teune Farms INC,;TEUNE FARMS;;;CLOVIS;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Clovis,FALSE,,,,,,Process: Consumer products,
96a83cff-ae81-41f5-8b29-cff030278395,Circle T Farms INC,;CIRCLE T FARMS.;;;CORCORAN;CA;;;,precedence,11,3,111999;11112;115113,2,111999,Agriculture,Corcoran,FALSE,Circle T Farms. INC,FALSE,,,,Process: Consumer products,
96c73f43-bca1-4d27-a1a6-a940dd38cd3f,Lucero Farm And Livestock,;LUCERO FARM AND LIVESTOCK;;;BOSQUE FARMS;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Bosque Farms,FALSE,Lucero Farm And Livestock LLC,FALSE,,,,Process: Consumer products,
84c6b46b-78a0-4798-bd91-ec570e56401c,Salty Dog Grooming,;SALTY DOG GROOMING;;;PORTSMOUTH;VA;;;,precedence,812,2,812910;115210,2,115210,Agriculture,Portsmouth,FALSE,Salty Dog Grooming Inc.,FALSE,"Salty Dog Grooming, INC.",FALSE,,Professional Services,
02b118cf-f9c0-474a-9a3e-3f6e549a42ff,Silvercreek II LLC,;SILVERCREEK II;;;REEDSBURG;WI;;;,precedence,21,2,111999;212299,2,111999,Agriculture,Reedsburg,FALSE,,,,,,Process: Consumer products,
02d55a80-8599-43d6-98ac-d07f6dd0bca0,"Color Spot Nurseries, INC",";COLOR SPOT NURSERIES, INC;;;Lodi;CA;;;",precedence,11,2,11331;44422,2,11331,Agriculture,Lodi,FALSE,,,,,,Resource Industries,
02dd94c5-1c8e-4036-867a-e48298e2a116,Pierce Enterprises INC,;PIERCE ENTERPRISES INC;;;Bridgeport;WV;;;,precedence,11,2,484239;113310,2,113310,Agriculture,Bridgeport,FALSE,,,,,,Resource Industries,
981faa7f-eed7-41a5-88c9-90c915d74393,Johnny Garania,;JOHNNY GARANIA;;;IRVINE;CA;;;,precedence,11,3,111334;111999;56299,2,111334,Agriculture,Irvine,FALSE,Pinnacle Farms LLC,FALSE,,,,Resource Industries,
98345577-a1ed-4ef2-b56f-4c849f44f55c,Green Valley Ranches,;GREEN VALLEY RANCHES;;;RED BLUFF;CA;;;,,11,2,115310;237990,2,115310,Agriculture,Red Bluff,TRUE,,,,,,Professional Services,
9834c1dd-af29-4a7f-86b1-d3d87577fa87,Mcpherrin Farming,;MCPHERRIN FARMING;;;Anderson;CA;;;,precedence,11,3,11112;111999;48412,2,111999,Agriculture,Anderson,FALSE,Louis M Mcpherrin,FALSE,,,,Process: Consumer products,
98c6c9df-b13e-4b3f-827f-066372f4bde5,Calla W Hawthorne Trust,;CALLA W HAWTHORNE TRUST;;;Delmar;CA;;;,precedence,7,3,722512;11112;11199,2,11199,Agriculture,Delmar,partial,,,,,,Process: Consumer products,
990e367a-3b14-46ee-979a-cc47e408940a,River Garden Farms CO,;RIVER GARDEN FARMS COMPANY;;;KNIGHTS LANDING;CA;;;,precedence,11,3,111999;11112;115114,2,111999,Agriculture,Knights Landing,FALSE,River Garden Farms Company,FALSE,,,,Process: Consumer products,
99ad8893-0b0c-4e12-b2c8-5bcc3e725c16,Frank E Stevenson,;FRANK STEVENSON LOGGING;;;ADIN;CA;;;,precedence,11,2,48412;115310,2,115310,Agriculture,Adin,TRUE,Frank Stevenson Logging,partial,,,,Professional Services,
99e1304d-dd1d-4345-95ba-35a9988ec635,Tony D Carvalho,;TONY CARVALHO;;;RIVERDALE;CA;;;,,11,2,11212;11112,2,11212,Agriculture,Riverdale,TRUE,Tony Carvalho,TRUE,,,,Resource Industries,
9a95740d-19aa-4a0f-a509-a1f14c64ae35,Rml Farms LLC,";RML FARMS,;;;FLOYD;NM;;;",precedence,11,2,111999;48412,2,111999,Agriculture,Floyd,FALSE,"Rml Farms, LLC",FALSE,,,,Process: Consumer products,
9befd474-8663-4467-8f87-2aabfcaff6b7,Bellach Farms,;BELLACH FARMS;;;MADERA;CA;;;,precedence,11,2,111999;56299,2,111999,Agriculture,Madera,FALSE,,,,,,Process: Consumer products,
9d6d53b4-cc47-49bd-9891-e2a29e9f2531,Vieira Custom Spraying And Farming,;VIEIRA CUSTOM SPRAYING AND FARMING;;;TULARE;CA;;;,precedence,11,3,111335;111999;115112,2,111999,Agriculture,Tulare,FALSE,,,,,,Process: Consumer products,
9d72c9c6-2822-467a-8e68-2e989728700b,Jarryd Burris,;JARRYD BURRIS;;;ELIDA;NM;;;,,11,2,1121;11112,2,11112,Agriculture,Elida,TRUE,,,,,,Resource Industries,
9d9a427c-a8ed-4f2e-a90b-d36a7c81c6fc,United States Forest Service - San Bernardino National Forest - Cajon Ranger Station,;UNITED STATES FOREST SERVICE - SAN BERNARDINO NATIONAL FOREST - CAJON RANGER STATION;;;LYTLE CREEK;CA;;;,tofix,62,2,621910;115310,2,115310,Agriculture,Lytle Creek,FALSE,,,,,,Professional Services,
9ee61c2b-5704-409b-8967-87b9ba6412f2,Karlyn Kuper Carson,;KARLYN R CARSON;;;STUDIO CITY;CA;;;,precedence,11,2,11199;4422,2,11199,Agriculture,Studio City,TRUE,Karlyn R Carson,TRUE,Karlyn Kuper Designs,partial,,Process: Consumer products,
9ee8c693-9472-4fbf-8e43-6bd954ef618c,Double DJ Farms,;Double Dj Farms;;;Chowchilla;CA;;;,precedence,11,2,111999;112120,2,111999,Agriculture,Chowchilla,partial,Double Dj Farms,partial,,,,Process: Consumer products,
9ffc53c4-2244-433e-89ef-96e024fbf651,Douglas And Judy Parker,;DOUGLAS AND JUDY PARKER;;;Williams;CA;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Williams,partial,Parker Farms,FALSE,,,,Process: Consumer products,
a00842c4-1ac4-47b2-ad0d-bb030554bfe6,Frank S Brown LLC,;FRANK S BROWN;;;RIVERDALE;CA;;;,precedence,11,2,11112;112120,2,112120,Agriculture,Riverdale,FALSE,Frank S Brown CO,FALSE,,,,Resource Industries,
a00a0588-6eb6-4c77-8d25-aea54a576e3f,Arburua Enterprises INC,;ARBURUA ENTERPRISES;;;STOCKTON;CA;;;,precedence,11,2,112410;11112,2,112410,Agriculture,Stockton,FALSE,,,,,,Resource Industries,
a0a137ee-a349-4af0-9138-2fe6668fbe48,Dennis Langstraat,;BONOMI & LANGSTRAAT;;;FRESNO;CA;;;,,11,3,111998;11112;811111,2,11112,Agriculture,Fresno,TRUE,Henrietta Langstraat,TRUE,Bonomi & Langstraat,FALSE,,Resource Industries,
a27a0311-6835-4957-b5c5-0d65a974236f,Martin Emigh,;MARTIN EMIGH;;;Dixon;CA;;;,,11,3,11241;11293;11112,2,11293,Agriculture,Dixon,TRUE,,,,,,Resource Industries,
a309593a-324a-45ec-ba80-f929ef268cdd,Nazario T Dominguez Dba Dominguez Farms,;NAZARIO T DOMINGUEZ;;;GREENFIELD;CA;;;,precedence,11,3,111998;111999;48412,2,111999,Agriculture,Greenfield,FALSE,Nazario T Dominguez,TRUE,Dominguez Farms,FALSE,,Process: Consumer products,
a401c100-eca1-4886-8148-5e36efeda667,Five-O Ranch,;FIVE-O RANCH;;;Lodi;CA;;;,precedence,11,3,48412;11293;11241,2,11293,Agriculture,Lodi,FALSE,,,,,,Resource Industries,
a496fa70-5cdf-409a-a344-6798942825aa,Saint Anthony's Farm,;SAINT ANTHONY'S FARM;;;PETALUMA;CA;;;,precedence,11,2,624221;111999,2,111999,Agriculture,Petaluma,FALSE,,,,,,Process: Consumer products,
a4c64268-3b8b-4cb2-b75f-8b90b39a7d7e,"Bdf Custom Chopping, Inc.",;BDF CUSTOM CHOPPING;;;HILMAR;CA;;;,precedence,11,2,11112;112120,2,112120,Agriculture,Hilmar,FALSE,Bdf Custom Chopping INC,FALSE,,,,Resource Industries,
a583ef85-c82c-4757-a44c-f9b6a6bde5dc,"Matunuck Acres Farm, LLC",";MATUNUCK ACRES FARM,;;;WAKEFIELD;RI;;;",precedence,61,2,111999;611110,2,111999,Agriculture,Wakefield,FALSE,"Matunuck Oyster Farm, LLC",FALSE,Matunuck School,FALSE,,Process: Consumer products,
a7c15fdd-ef5f-4369-af36-da575c06f821,Pierucci Farms,";ADVANCE MUFFLER/GREGG PIERUCCI,ADVANCE MUFFLER;;;BAKERSFIELD;CA;;;",precedence,11,3,11112;111999;811111,2,111999,Agriculture,Bakersfield,FALSE,Pierucci Palace,partial,Gregg M. Pierucci - Pres.,partial,,Process: Consumer products,
a840db30-24d9-44db-8a4d-3a7d870dcc77,Houldings Farms INC,;HOULDINGS FARMS INC;;;MADERA;CA;;;,precedence,11,2,115113;111999,2,115113,Agriculture,Madera,FALSE,,,,,,Professional Services,
a9820625-6236-4c33-981a-e5c1ab9a0331,Cumberland Farms INC,;CUMBERLAND FARMS INC;;;W WARWICK;RI;;;,precedence,11,2,111999;4471,2,111999,Agriculture,W Warwick,FALSE,,,,,,Process: Consumer products,
a9c0c845-dca4-4b10-84c5-bbea3d9e390d,T & W Farms,;T AND W FARMS;;;BAKERSFIELD;CA;;;,precedence,11,3,115116;11112;111999,2,111999,Agriculture,Bakersfield,FALSE,T And W Farms,FALSE,,,,Process: Consumer products,
aa4b478e-5332-4c22-bffb-9870f82e8e1a,Caretaker Farms,;CARETAKER FARMS;;;CLOVIS;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Clovis,FALSE,Caretaker Farms LLC,FALSE,,,,Process: Consumer products,
aa6a96c3-6353-4bcc-9baa-934869cbaf40,A.C. Farms LLC,";A.C. FARMS,;;;PORTALES;NM;;;",precedence,11,2,48412;111999,2,111999,Agriculture,Portales,FALSE,"A.C. Farms, LLC",FALSE,AC Farms,FALSE,,Process: Consumer products,
ab562af7-fd46-4d31-9e85-7c89423663e8,Cody Wade,;CODY L WADE;;;PORTALES;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Rogers,TRUE,Cody L Wade,TRUE,Wade Farms,FALSE,,Process: Consumer products,
02efbbab-72b1-4594-97fb-656124be332b,"Taylor Farms, INC.",";TAYLOR FARMS, INC.;;;Kenedy;TX;;;",precedence,11,2,112111;111999,2,112111,Agriculture,Kenedy,FALSE,Taylor Farms INC.,FALSE,,,,Resource Industries,
02f4deae-4718-4d30-83de-79f8014a6445,Texfam Farms INC.,";TEXFAM FARMS, INC.;;;AUSTIN;TX;;;",precedence,52,2,111999;525910,2,111999,Agriculture,Austin,FALSE,"Texfam Farms, INC.",FALSE,,,,Process: Consumer products,
02f76efa-7f58-4fcb-a2e7-991510b561cf,Ivy Kids AT Long Meadow Farms,;IVY KIDS AT LONG MEADOW FARMS;;;RICHMOND;TX;;;,precedence,11,2,624410;111999,2,111999,Agriculture,Richmond,partial,,,,,,Process: Consumer products,
02fb8fbc-34f8-4f3d-af5f-6deb6ed1c763,"Vedco, INC.",;VEDCO INC;;5503 CORPORATE DR;SAINT JOSEPH;MO;64507;CA;;,,42,2,115210;423450,2,115210,Agriculture,St Joseph,FALSE,"Vedco, Inc.",FALSE,Vedco INC,FALSE,,Professional Services,
0308280b-ee77-4427-b138-5f420dee5f1d,J C Vogelsmeier,";J C VOGELSMEIER,JC VOGELSMEIER;;;SWEET SPRINGS;MO;;;",precedence,11,4,111999;484239;11199;11112,2,11112,Agriculture,Sweet Springs,FALSE,Jay Vogelsmeier,FALSE,Duane R Vogelsmeier,FALSE,,Resource Industries,
0309582b-b227-48d8-b64b-69e595d84d31,Aaron Burger,;AARON BURGER;;;SCOTT CITY;MO;;;,,11,2,722512;111120,2,111120,Agriculture,Scott City,TRUE,,,,,,Resource Industries,
